2. maailmansota,II maailmansota,toinen maailmansota        Vapaa Ranska
genetiikka,perinnöllisyystiede        hedelmöitetty munasolu,tsygootti
genetiikka,perinnöllisyystiede        heteroosi,risteytyksen elinvoima
genetiikka,perinnöllisyystiede        heteroploidinen organismi
genetiikka,perinnöllisyystiede        heterotsygootti
genetiikka,perinnöllisyystiede        heterotsygoottinen
genetiikka,perinnöllisyystiede        homotsygootti
genetiikka,perinnöllisyystiede        homotsygoottinen
genetiikka,perinnöllisyystiede        hybridisaatio,hybridisointi,risteyttäminen,risteytys,ristisiitos
genetiikka,perinnöllisyystiede        hybridi,risteymä,risteytys
genetiikka,perinnöllisyystiede        ilmentymä
genetiikka,perinnöllisyystiede        insertionaalinen mutageneesi
genetiikka,perinnöllisyystiede        inversio
genetiikka,perinnöllisyystiede        jälkeläis-
genetiikka,perinnöllisyystiede        kahdenarvoinen
genetiikka,perinnöllisyystiede        kahdentuminen,replikaatio
genetiikka,perinnöllisyystiede        kantaja
genetiikka,perinnöllisyystiede        kosmidi
genetiikka,perinnöllisyystiede        kromosomikato
genetiikka,perinnöllisyystiede        meioosi,vähennysjakautuminen
genetiikka,perinnöllisyystiede        moniarvoinen
genetiikka,perinnöllisyystiede        monigeeninen,polygeeninen
genetiikka,perinnöllisyystiede        monogeeninen
genetiikka,perinnöllisyystiede        mutaatio,muunnos
genetiikka,perinnöllisyystiede        muuntaminen
genetiikka,perinnöllisyystiede        määrittää<broader/>
genetiikka,perinnöllisyystiede        paikkaefekti,sijainnin vaikutus
genetiikka,perinnöllisyystiede        parentaali-
genetiikka,perinnöllisyystiede        peittyvä
genetiikka,perinnöllisyystiede        perimä<broader/>,periytyminen
genetiikka,perinnöllisyystiede        perinnöllinen ominaisuus
genetiikka,perinnöllisyystiede        polymorfia
genetiikka,perinnöllisyystiede        polyploidi
genetiikka,perinnöllisyystiede        polyploidinen
genetiikka,perinnöllisyystiede        rekombinaatio
genetiikka,perinnöllisyystiede        reversio
genetiikka,perinnöllisyystiede        saltaatio
genetiikka,perinnöllisyystiede        segregaatio
genetiikka,perinnöllisyystiede        siirto,translokaatio
genetiikka,perinnöllisyystiede        sukupuolikromosomi
genetiikka,perinnöllisyystiede        tartunnanlevittäjä,vektori
genetiikka,perinnöllisyystiede        transduktio
genetiikka,perinnöllisyystiede        transkriptio
genetiikka,perinnöllisyystiede        translaatio
genetiikka,perinnöllisyystiede        triploidinen
genetiikka,perinnöllisyystiede        unit character<note>ei aavistustakaan</note>
genetiikka,perinnöllisyystiede        univalentti
geologia        Iso hautavajoama
geologia        Mercallin asteikko
geologia        Moho,Mohorovicicin olkaus
geologia        Richterin asteikko
geologia        anaklinaalinen<unconfirmed/>
geologia        antiklinaalinen
geologia        arkaainen
geologia        arkeotsooinen
geologia        atso-,atsooinen,ei-eläinperäinen,eloton
geologia        aukko,murtuma,rako,siirros,siirtymä
geologia        batoliittinen
geologia        diapiiri,doomi
geologia        endogeeninen
geologia        eroosio,kuluminen,kulutus
geologia        eruptiivinen,magmaattinen
geologia        erämaa<approximate/>
geologia        geologinen ilmiö
geologia        geologinen muodostuma,muodostuma
geologia        geologinen prosessi
geologia        geomorfologinen,morfologinen,rakennegeologinen<unconfirmed/>
geologia        hiidenkirnu
geologia        intrusiivinen
geologia        isostasia
geologia        juonne,kerros,kerrostuma
geologia        kerrostaa<broader/>
geologia        kerrostua
geologia        kerrostumaton
geologia        kerrostunut
geologia        kerrostunut,sedimentaarinen,sedimentti-,vesi-
geologia        kivipylväs<approximate/>
geologia        klasti
geologia        klastinen
geologia        klastinen kivi
geologia        kohoaminen,kohosiirros,maankohoaminen,maannousu,maanpinnan kohoaminen,pystysiirros
geologia        ksenoliitti,sulkeuma
geologia        liukurata
geologia        liuskeisuus
geologia        maankuoren liike,tektoninen liike
geologia        maankuori-,manner-,tektoninen
geologia        maastoa myötäilevä<unconfirmed/>
geologia        momenttimagnitudi
geologia        monokliininen
geologia        muuttunut
geologia        nojautuva<unconfirmed/>
geologia        peneplaani,puolitasanko
geologia        perusmassa
geologia        perusmassa
geologia        pitkittäisharju,soraharjanne
geologia        proterotsooinen
geologia        purkautunut
geologia        pysyvyys<unconfirmed/>
geologia        saltaatio
geologia        shingling
geologia        siirroslinja
geologia        sill
geologia        superpositio
geologia        superpositioperiaate
geologia        synkliininen
geologia        tuulen aiheuttama maanpinnan kuluminen
geologia        työntää
geologia        vaakasuora siirros
geologia        vesijättö
geometria        diagonaali
geometria        epäkeskisyys
geometria        epäkongruentti
geometria        kahtalaisuus
geometria        kaltevuuskulma
geometria        kartioleikkaus
geometria        kohtisuora
geometria        laatia
geometria        leikkaus
geometria        muuntaa
geometria        nelikulmio
geometria        piirtää kuvion sisään
geometria        suora,suorakulmainen
geometria        superpositio
geometria        sädekimppu
geometria        viistää
geometria        yhteneväinen
geometria        ympyröidä
gnostilaisuus,gnostisismi        aioni,ikuisuus,iäisyys,iänkaikkisuus,maailmankausi
golf        1-rauta,rautamaila<broader/>,rautaykkönen
golf        birdie
golf        birdie
golf        bogey
golf        chipata,lyödä chippi
golf        chippi,matala lähilyönti
golf        double eagle
golf        eagle<note>golf-termi</note>
golf        golfhousut
golf        golfkenttä,golfrata
golf        golfkentän hoitaja
golf        golfmailan lapa,golfmailan pää
golf        golfvarusteet
golf        harjoittelurange<unconfirmed/>,lyöntiharjoittelupaikka<unconfirmed/>,range<unconfirmed/>
golf        iskeä
golf        joustavuus<approximate/>
golf        kanta
golf        kantaa,kantautua
golf        kuoppa<broader/>
golf        lofti
golf        lyödä epäpuhtaasti
golf        lyödä hukki
golf        lyödä kaksi lyöntiä alle par-luvun
golf        lyödä kaksi lyöntiä alle par-luvun
golf        lyödä kierteellä
golf        lyödä maahan
golf        lyödä mailan kannalla
golf        lyödä pallo reikään,lyödä reikään
golf        lyödä<broader/>
golf        lyödä<broader/>
golf        lyönti
golf        lyöntiasento
golf        lähestymislyönti viheriölle<head>lähestymislyönti</head>,lähestymislyönti<head>lähestymislyönti</head>
golf        mitalin voittaja,mitalisti
golf        osa<broader/>
golf        ottaa lyömäasento
golf        par
golf        pelata holari<unconfirmed/>,pelata ässä<unconfirmed/>
golf        putata
golf        putata
golf        rautamaila
golf        saada ihannetulos<approximate/>
golf        shank
golf        tasoitus
golf        tee off
golf        tehdä bogey
golf        tehdä hole-in-one
golf        tehdä tuplabogey
golf        tiiata
golf        toimia mailapoikana,toimia mailapoikana<huom/>
golf        tuloskortti
golf        tuplabogey
golf        turpeenpala
golf        vastapelaajaansa n reikää edellä ja yhtä monen reiän päässä maalista<idiomatic_pos/>
golf        viheriölle johtava peliväylä<approximate/>
golf        viheriön viereinen
graafinen tietojenkäsittely,tietokonegrafiikka        kuvapuskuri
graafinen tietojenkäsittely,tietokonegrafiikka        reunojen pehmennys,vääristymien korjaus
haavipallo        juosta mailan kanssa<unconfirmed/>
haavipallo        keskikenttä
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        anarkia,laittomuus
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        delegointi,tehtävien siirto
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        edistyksellinen,edistysmielinen,progressiivinen
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        hallintojärjestelmä,hallitus,hallitustapa,valtiojohto,valtioneuvosto,viranomainen,viranomaiset
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        hallinto,hallitseminen,hallitustapa<unconfirmed/>
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        hintakartelli
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        holhoava suhtautuminen,paternalismi
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        horjuttaminen
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        julistus,manifesti,manifesto
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        kulutushysteria
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        kuuliainen,uskollinen
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        liittovaltio-
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        löytöpalkkio,palkkio
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        maareformi
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        mielenosoitus
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        minimalistinen
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        nollakuponkilaina
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        politiikan tutkimus,valtio-oppi,valtiotiede
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        tapahtumasuunnittelija
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        unitaarinen<approximate/>
hallinto,hallinto<unconfirmed/>,hallintotoimet<unconfirmed/>,hallintotoiminta<unconfirmed/>,hallitseminen,hallitseminen<unconfirmed/>,hallitustapa,hallitustapa<unconfirmed/>,hallitustoimet<unconfirmed/>,hoito,johtaminen,johto,johto<unconfirmed/>        vallassa<idiomatic_pos/>,valta
hammaslääketiede,odontologia        hammashoitoväline
hammaslääketiede,odontologia        kruunu
hammaslääketiede,odontologia        kruunuton<unconfirmed/>
hammaslääketiede,odontologia        kruunu-,kruunuproteesilla varustettu
hammaslääketiede,odontologia        muotti
hammaslääketiede,odontologia        muovisidostaminen
hammaslääketiede,odontologia        paikka
hammaslääketiede,odontologia        purenta
hammaslääketiede,odontologia        purentavika
hammaslääketiede,odontologia        valutäyte
hammaslääketiede,odontologia        ylipurenta
heprea        Hakham
heprea        rabbi
heprea        rabbi
heraldiikka,vaakunaoppi        airutkuvio
heraldiikka,vaakunaoppi        heraldinen lilja
heraldiikka,vaakunaoppi        hirsi
heraldiikka,vaakunaoppi        kasvokkain<idiomatic_pos/>,kasvot kokonaan näkyvissä<idiomatic_pos/>,kasvotusten<idiomatic_pos/>
heraldiikka,vaakunaoppi        kypäränkoriste
heraldiikka,vaakunaoppi        kypäränkoristeella varustettu
heraldiikka,vaakunaoppi        kävelevä
heraldiikka,vaakunaoppi        lentävä
heraldiikka,vaakunaoppi        liekein koristeltu
heraldiikka,vaakunaoppi        loikkaava
heraldiikka,vaakunaoppi        makaava<broader/>
heraldiikka,vaakunaoppi        nouseva<unconfirmed/>
heraldiikka,vaakunaoppi        nukkuva<approximate/>,uinuva
heraldiikka,vaakunaoppi        oikeanpuoleinen
heraldiikka,vaakunaoppi        pystyyn kavahtanut
heraldiikka,vaakunaoppi        riehua
heraldiikka,vaakunaoppi        seisova
heraldiikka,vaakunaoppi        sulitettu
heraldiikka,vaakunaoppi        taakse katsova
heraldiikka,vaakunaoppi        tunnus,tunnuskuva,vaakunamerkki
heraldiikka,vaakunaoppi        uiva
heraldiikka,vaakunaoppi        vaakuna
heraldiikka,vaakunaoppi        vaakuna-
heraldiikka,vaakunaoppi        vasemmanpuolinen
heraldinen symboli<unconfirmed/>        pieni kiekko,pieni kilpi,vaakunamerkki
hevoskilpailut        kaikki kilpailijat
hevoskilpailut        kolmesti voittanut
hevoskilpailut        kolmoisvoittaja
hevospoolo,poolo        jääkiekkomaila<narrower/>,maila
hevospoolo,poolo        poolopelin erä
hiihto        pujottelurata,rata
hindulaisuus        Arjuna
hindulaisuus        Ayurveda
hindulaisuus        Bhagavad-Gita,Bhagavadgita,Gita
hindulaisuus        Kamasutra
hindulaisuus        Mahabharata,Mahabharatam,Mahabharatum
hindulaisuus        Sanskrit,Sanskrit-kieli
hindulaisuus        Veda,Veda-kirjat
hindulaisuus        ahimsa
hindulaisuus        asana,asento
hindulaisuus        bengalilainen
hindulaisuus        bhakti
hindulaisuus        guru
hindulaisuus        hindujen luokkajaon yksi sääty,varna
